FCCODE,NAME,TOWN,FTC,FVNO,FVDATE,DESCRIP,CREDIT,DEBIT,INVDATE,SHCODE
9999,CASH SALES A/C,,SI,7533,28/12/2019,To Credit Sales,0.00,744.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7534,28/12/2019,To Credit Sales,0.00,1074.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7535,28/12/2019,To Credit Sales,0.00,1574.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7536,28/12/2019,To Credit Sales,0.00,985.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7537,28/12/2019,To Credit Sales,0.00,231.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7538,28/12/2019,To Credit Sales,0.00,546.00,28/12/2019,A005
9999,CASH SALES A/C,,SI,7539,30/12/2019,To Credit Sales,0.00,863.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7540,30/12/2019,To Credit Sales,0.00,794.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7541,30/12/2019,To Credit Sales,0.00,626.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7542,30/12/2019,To Credit Sales,0.00,400.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7543,30/12/2019,To Credit Sales,0.00,1493.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7544,30/12/2019,To Credit Sales,0.00,239.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7545,30/12/2019,To Credit Sales,0.00,1882.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7546,30/12/2019,To Credit Sales,0.00,352.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7547,30/12/2019,To Credit Sales,0.00,580.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7548,30/12/2019,To Credit Sales,0.00,768.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7549,30/12/2019,To Credit Sales,0.00,1187.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7550,30/12/2019,To Credit Sales,0.00,709.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7551,30/12/2019,To Credit Sales,0.00,2916.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7552,30/12/2019,To Credit Sales,0.00,1050.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7553,30/12/2019,To Credit Sales,0.00,540.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7554,30/12/2019,To Credit Sales,0.00,1604.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7555,30/12/2019,To Credit Sales,0.00,341.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7556,30/12/2019,To Credit Sales,0.00,5445.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7557,30/12/2019,To Credit Sales,0.00,766.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7558,30/12/2019,To Credit Sales,0.00,2283.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7559,30/12/2019,To Credit Sales,0.00,964.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7560,30/12/2019,To Credit Sales,0.00,5319.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7561,30/12/2019,To Credit Sales,0.00,222.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7562,30/12/2019,To Credit Sales,0.00,499.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7563,30/12/2019,To Credit Sales,0.00,193.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7564,30/12/2019,To Credit Sales,0.00,1378.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7565,30/12/2019,To Credit Sales,0.00,3425.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7566,30/12/2019,To Credit Sales,0.00,569.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7567,30/12/2019,To Credit Sales,0.00,156.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7568,30/12/2019,To Credit Sales,0.00,570.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7569,30/12/2019,To Credit Sales,0.00,763.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7570,30/12/2019,To Credit Sales,0.00,113.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7571,30/12/2019,To Credit Sales,0.00,850.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7572,30/12/2019,To Credit Sales,0.00,795.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7573,30/12/2019,To Credit Sales,0.00,997.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7574,30/12/2019,To Credit Sales,0.00,851.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7575,30/12/2019,To Credit Sales,0.00,221.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7576,30/12/2019,To Credit Sales,0.00,345.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7577,30/12/2019,To Credit Sales,0.00,128.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7578,30/12/2019,To Credit Sales,0.00,622.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7579,30/12/2019,To Credit Sales,0.00,403.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7580,30/12/2019,To Credit Sales,0.00,230.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7581,30/12/2019,To Credit Sales,0.00,104.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7582,30/12/2019,To Credit Sales,0.00,734.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7583,30/12/2019,To Credit Sales,0.00,2774.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7584,30/12/2019,To Credit Sales,0.00,277.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7585,30/12/2019,To Credit Sales,0.00,2007.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7586,30/12/2019,To Credit Sales,0.00,1296.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7587,30/12/2019,To Credit Sales,0.00,1349.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7588,30/12/2019,To Credit Sales,0.00,2081.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7589,30/12/2019,To Credit Sales,0.00,2260.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7590,30/12/2019,To Credit Sales,0.00,858.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7591,30/12/2019,To Credit Sales,0.00,277.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7592,30/12/2019,To Credit Sales,0.00,511.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7593,30/12/2019,To Credit Sales,0.00,165.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7594,30/12/2019,To Credit Sales,0.00,279.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7595,30/12/2019,To Credit Sales,0.00,699.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7596,30/12/2019,To Credit Sales,0.00,1919.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7597,30/12/2019,To Credit Sales,0.00,594.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7598,30/12/2019,To Credit Sales,0.00,286.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7599,30/12/2019,To Credit Sales,0.00,559.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7600,30/12/2019,To Credit Sales,0.00,663.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7601,30/12/2019,To Credit Sales,0.00,755.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7602,30/12/2019,To Credit Sales,0.00,313.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7603,30/12/2019,To Credit Sales,0.00,2306.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7604,30/12/2019,To Credit Sales,0.00,722.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7605,30/12/2019,To Credit Sales,0.00,772.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7606,30/12/2019,To Credit Sales,0.00,5838.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7607,30/12/2019,To Credit Sales,0.00,331.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7608,30/12/2019,To Credit Sales,0.00,760.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7609,30/12/2019,To Credit Sales,0.00,556.00,30/12/2019,A005
9999,CASH SALES A/C,,SI,7610,31/12/2019,To Credit Sales,0.00,869.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7611,31/12/2019,To Credit Sales,0.00,427.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7612,31/12/2019,To Credit Sales,0.00,295.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7613,31/12/2019,To Credit Sales,0.00,236.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7614,31/12/2019,To Credit Sales,0.00,776.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7615,31/12/2019,To Credit Sales,0.00,464.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7616,31/12/2019,To Credit Sales,0.00,213.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7617,31/12/2019,To Credit Sales,0.00,252.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7618,31/12/2019,To Credit Sales,0.00,131.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7619,31/12/2019,To Credit Sales,0.00,1205.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7620,31/12/2019,To Credit Sales,0.00,1554.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7621,31/12/2019,To Credit Sales,0.00,164.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7622,31/12/2019,To Credit Sales,0.00,390.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7623,31/12/2019,To Credit Sales,0.00,754.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7624,31/12/2019,To Credit Sales,0.00,559.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7625,31/12/2019,To Credit Sales,0.00,142.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7626,31/12/2019,To Credit Sales,0.00,494.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7627,31/12/2019,To Credit Sales,0.00,3440.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7629,31/12/2019,To Credit Sales,0.00,690.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7630,31/12/2019,To Credit Sales,0.00,529.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7631,31/12/2019,To Credit Sales,0.00,896.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7632,31/12/2019,To Credit Sales,0.00,625.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7633,31/12/2019,To Credit Sales,0.00,484.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7634,31/12/2019,To Credit Sales,0.00,424.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7635,31/12/2019,To Credit Sales,0.00,763.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7636,31/12/2019,To Credit Sales,0.00,1111.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7637,31/12/2019,To Credit Sales,0.00,223.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7638,31/12/2019,To Credit Sales,0.00,915.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7639,31/12/2019,To Credit Sales,0.00,343.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7640,31/12/2019,To Credit Sales,0.00,279.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7641,31/12/2019,To Credit Sales,0.00,336.00,31/12/2019,A005
9999,CASH SALES A/C,,SI,7642,01/01/2020,To Credit Sales,0.00,603.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7643,01/01/2020,To Credit Sales,0.00,318.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7644,01/01/2020,To Credit Sales,0.00,864.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7645,01/01/2020,To Credit Sales,0.00,307.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7646,01/01/2020,To Credit Sales,0.00,159.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7647,01/01/2020,To Credit Sales,0.00,1342.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7648,01/01/2020,To Credit Sales,0.00,402.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7649,01/01/2020,To Credit Sales,0.00,269.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7650,01/01/2020,To Credit Sales,0.00,168.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7651,01/01/2020,To Credit Sales,0.00,299.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7652,01/01/2020,To Credit Sales,0.00,148.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7653,01/01/2020,To Credit Sales,0.00,291.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7654,01/01/2020,To Credit Sales,0.00,326.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7655,01/01/2020,To Credit Sales,0.00,776.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7656,01/01/2020,To Credit Sales,0.00,705.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7657,01/01/2020,To Credit Sales,0.00,936.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7658,01/01/2020,To Credit Sales,0.00,500.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7659,01/01/2020,To Credit Sales,0.00,803.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7660,01/01/2020,To Credit Sales,0.00,740.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7661,01/01/2020,To Credit Sales,0.00,284.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7662,01/01/2020,To Credit Sales,0.00,229.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7663,01/01/2020,To Credit Sales,0.00,126.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7664,01/01/2020,To Credit Sales,0.00,500.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7665,01/01/2020,To Credit Sales,0.00,1377.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7666,01/01/2020,To Credit Sales,0.00,2887.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7667,01/01/2020,To Credit Sales,0.00,1186.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7668,01/01/2020,To Credit Sales,0.00,602.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7669,01/01/2020,To Credit Sales,0.00,1076.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7670,01/01/2020,To Credit Sales,0.00,2103.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7671,01/01/2020,To Credit Sales,0.00,487.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7672,01/01/2020,To Credit Sales,0.00,808.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7673,01/01/2020,To Credit Sales,0.00,695.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7674,01/01/2020,To Credit Sales,0.00,807.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7675,01/01/2020,To Credit Sales,0.00,462.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7676,01/01/2020,To Credit Sales,0.00,827.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7677,01/01/2020,To Credit Sales,0.00,453.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7678,01/01/2020,To Credit Sales,0.00,1030.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7679,01/01/2020,To Credit Sales,0.00,288.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7680,01/01/2020,To Credit Sales,0.00,992.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7681,01/01/2020,To Credit Sales,0.00,1025.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7682,01/01/2020,To Credit Sales,0.00,538.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7683,01/01/2020,To Credit Sales,0.00,1039.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7684,01/01/2020,To Credit Sales,0.00,778.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7685,01/01/2020,To Credit Sales,0.00,497.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7686,01/01/2020,To Credit Sales,0.00,265.00,01/01/2020,A005
9999,CASH SALES A/C,,SI,7687,02/01/2020,To Credit Sales,0.00,1155.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7688,02/01/2020,To Credit Sales,0.00,595.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7689,02/01/2020,To Credit Sales,0.00,537.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7690,02/01/2020,To Credit Sales,0.00,6255.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7691,02/01/2020,To Credit Sales,0.00,394.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7692,02/01/2020,To Credit Sales,0.00,475.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7693,02/01/2020,To Credit Sales,0.00,225.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7694,02/01/2020,To Credit Sales,0.00,563.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7695,02/01/2020,To Credit Sales,0.00,177.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7696,02/01/2020,To Credit Sales,0.00,151.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7697,02/01/2020,To Credit Sales,0.00,634.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7698,02/01/2020,To Credit Sales,0.00,301.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7699,02/01/2020,To Credit Sales,0.00,588.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7700,02/01/2020,To Credit Sales,0.00,389.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7701,02/01/2020,To Credit Sales,0.00,971.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7702,02/01/2020,To Credit Sales,0.00,423.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7703,02/01/2020,To Credit Sales,0.00,755.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7704,02/01/2020,To Credit Sales,0.00,1123.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7705,02/01/2020,To Credit Sales,0.00,148.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7706,02/01/2020,To Credit Sales,0.00,609.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7707,02/01/2020,To Credit Sales,0.00,1412.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7708,02/01/2020,To Credit Sales,0.00,531.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7709,02/01/2020,To Credit Sales,0.00,2768.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7710,02/01/2020,To Credit Sales,0.00,1031.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7711,02/01/2020,To Credit Sales,0.00,182.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7712,02/01/2020,To Credit Sales,0.00,1103.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7713,02/01/2020,To Credit Sales,0.00,508.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7714,02/01/2020,To Credit Sales,0.00,996.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7715,02/01/2020,To Credit Sales,0.00,1421.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7716,02/01/2020,To Credit Sales,0.00,164.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7717,02/01/2020,To Credit Sales,0.00,507.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7718,02/01/2020,To Credit Sales,0.00,2399.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7719,02/01/2020,To Credit Sales,0.00,2248.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7720,02/01/2020,To Credit Sales,0.00,1529.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7721,02/01/2020,To Credit Sales,0.00,375.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7722,02/01/2020,To Credit Sales,0.00,709.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7723,02/01/2020,To Credit Sales,0.00,900.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7724,02/01/2020,To Credit Sales,0.00,396.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7725,02/01/2020,To Credit Sales,0.00,1290.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7726,02/01/2020,To Credit Sales,0.00,769.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7727,02/01/2020,To Credit Sales,0.00,1141.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7728,02/01/2020,To Credit Sales,0.00,512.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7729,02/01/2020,To Credit Sales,0.00,870.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7730,02/01/2020,To Credit Sales,0.00,908.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7731,02/01/2020,To Credit Sales,0.00,490.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7732,02/01/2020,To Credit Sales,0.00,700.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7733,02/01/2020,To Credit Sales,0.00,460.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7734,02/01/2020,To Credit Sales,0.00,1310.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7735,02/01/2020,To Credit Sales,0.00,311.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7736,02/01/2020,To Credit Sales,0.00,643.00,02/01/2020,A005
9999,CASH SALES A/C,,SI,7737,03/01/2020,To Credit Sales,0.00,392.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7738,03/01/2020,To Credit Sales,0.00,723.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7739,03/01/2020,To Credit Sales,0.00,241.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7740,03/01/2020,To Credit Sales,0.00,175.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7741,03/01/2020,To Credit Sales,0.00,1000.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7742,03/01/2020,To Credit Sales,0.00,553.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7743,03/01/2020,To Credit Sales,0.00,1691.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7744,03/01/2020,To Credit Sales,0.00,1510.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7745,03/01/2020,To Credit Sales,0.00,1065.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7746,03/01/2020,To Credit Sales,0.00,2462.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7747,03/01/2020,To Credit Sales,0.00,599.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7748,03/01/2020,To Credit Sales,0.00,1515.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7749,03/01/2020,To Credit Sales,0.00,2386.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7750,03/01/2020,To Credit Sales,0.00,2494.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7751,03/01/2020,To Credit Sales,0.00,310.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7752,03/01/2020,To Credit Sales,0.00,1662.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7753,03/01/2020,To Credit Sales,0.00,211.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7754,03/01/2020,To Credit Sales,0.00,718.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7755,03/01/2020,To Credit Sales,0.00,4234.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7756,03/01/2020,To Credit Sales,0.00,769.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7757,03/01/2020,To Credit Sales,0.00,513.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7758,03/01/2020,To Credit Sales,0.00,165.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7759,03/01/2020,To Credit Sales,0.00,351.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7760,03/01/2020,To Credit Sales,0.00,1385.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7761,03/01/2020,To Credit Sales,0.00,541.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7762,03/01/2020,To Credit Sales,0.00,573.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7763,03/01/2020,To Credit Sales,0.00,878.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7764,03/01/2020,To Credit Sales,0.00,938.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7765,03/01/2020,To Credit Sales,0.00,541.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7766,03/01/2020,To Credit Sales,0.00,1166.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7767,03/01/2020,To Credit Sales,0.00,849.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7768,03/01/2020,To Credit Sales,0.00,607.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7769,03/01/2020,To Credit Sales,0.00,356.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7770,03/01/2020,To Credit Sales,0.00,1878.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7771,03/01/2020,To Credit Sales,0.00,4000.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7772,03/01/2020,To Credit Sales,0.00,767.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7773,03/01/2020,To Credit Sales,0.00,682.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7774,03/01/2020,To Credit Sales,0.00,616.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7775,03/01/2020,To Credit Sales,0.00,433.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7776,03/01/2020,To Credit Sales,0.00,313.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7777,03/01/2020,To Credit Sales,0.00,221.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7778,03/01/2020,To Credit Sales,0.00,1069.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7779,03/01/2020,To Credit Sales,0.00,254.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7780,03/01/2020,To Credit Sales,0.00,576.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7781,03/01/2020,To Credit Sales,0.00,372.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7782,03/01/2020,To Credit Sales,0.00,398.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7783,03/01/2020,To Credit Sales,0.00,670.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7784,03/01/2020,To Credit Sales,0.00,277.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7785,03/01/2020,To Credit Sales,0.00,425.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7786,03/01/2020,To Credit Sales,0.00,1239.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7787,03/01/2020,To Credit Sales,0.00,312.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7788,03/01/2020,To Credit Sales,0.00,113.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7789,03/01/2020,To Credit Sales,0.00,521.00,03/01/2020,A005
9999,CASH SALES A/C,,SI,7790,04/01/2020,To Credit Sales,0.00,411.00,04/01/2020,A005
9999,CASH SALES A/C,,SI,7791,04/01/2020,To Credit Sales,0.00,558.00,04/01/2020,A005
9999,CASH SALES A/C,,SI,7792,04/01/2020,To Credit Sales,0.00,163.00,04/01/2020,A005
9999,CASH SALES A/C,,SI,7793,04/01/2020,To Credit Sales,0.00,150.00,04/01/2020,A005
9999,CASH SALES A/C,,SI,7794,04/01/2020,To Credit Sales,0.00,764.00,04/01/2020,A005
