FCCODE,NAME,TOWN,FTC,FVNO,FVDATE,DESCRIP,CREDIT,DEBIT,INVDATE,SHCODE
9999,CASH SALES A/C,,SI,1208,02/05/2019,To Credit Sales,0.00,1140.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1209,02/05/2019,To Credit Sales,0.00,3142.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1210,02/05/2019,To Credit Sales,0.00,170.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1211,02/05/2019,To Credit Sales,0.00,570.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1212,02/05/2019,To Credit Sales,0.00,104.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1213,02/05/2019,To Credit Sales,0.00,449.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1214,02/05/2019,To Credit Sales,0.00,510.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1215,02/05/2019,To Credit Sales,0.00,271.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1216,02/05/2019,To Credit Sales,0.00,309.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1217,02/05/2019,To Credit Sales,0.00,328.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1218,02/05/2019,To Credit Sales,0.00,216.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1219,02/05/2019,To Credit Sales,0.00,884.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1220,02/05/2019,To Credit Sales,0.00,906.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1221,02/05/2019,To Credit Sales,0.00,406.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1222,02/05/2019,To Credit Sales,0.00,281.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1223,02/05/2019,To Credit Sales,0.00,691.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1224,02/05/2019,To Credit Sales,0.00,2175.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1225,02/05/2019,To Credit Sales,0.00,439.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1226,02/05/2019,To Credit Sales,0.00,121.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1227,02/05/2019,To Credit Sales,0.00,280.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1228,02/05/2019,To Credit Sales,0.00,399.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1229,02/05/2019,To Credit Sales,0.00,347.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1230,02/05/2019,To Credit Sales,0.00,321.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1231,02/05/2019,To Credit Sales,0.00,424.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1232,02/05/2019,To Credit Sales,0.00,490.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1233,02/05/2019,To Credit Sales,0.00,671.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1234,02/05/2019,To Credit Sales,0.00,1897.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1235,02/05/2019,To Credit Sales,0.00,1436.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1236,02/05/2019,To Credit Sales,0.00,3172.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1237,02/05/2019,To Credit Sales,0.00,1241.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1238,02/05/2019,To Credit Sales,0.00,684.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1239,02/05/2019,To Credit Sales,0.00,623.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1240,02/05/2019,To Credit Sales,0.00,524.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1241,02/05/2019,To Credit Sales,0.00,371.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1242,02/05/2019,To Credit Sales,0.00,713.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1243,02/05/2019,To Credit Sales,0.00,259.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1244,02/05/2019,To Credit Sales,0.00,323.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1245,02/05/2019,To Credit Sales,0.00,1179.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1246,02/05/2019,To Credit Sales,0.00,814.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1247,02/05/2019,To Credit Sales,0.00,979.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1248,02/05/2019,To Credit Sales,0.00,167.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1249,02/05/2019,To Credit Sales,0.00,358.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1250,02/05/2019,To Credit Sales,0.00,134.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1251,02/05/2019,To Credit Sales,0.00,410.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1252,02/05/2019,To Credit Sales,0.00,435.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1253,02/05/2019,To Credit Sales,0.00,855.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1254,02/05/2019,To Credit Sales,0.00,393.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1255,02/05/2019,To Credit Sales,0.00,793.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1256,02/05/2019,To Credit Sales,0.00,666.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1257,02/05/2019,To Credit Sales,0.00,1085.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1258,02/05/2019,To Credit Sales,0.00,396.00,02/05/2019,A005
9999,CASH SALES A/C,,SI,1259,03/05/2019,To Credit Sales,0.00,654.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1260,03/05/2019,To Credit Sales,0.00,911.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1261,03/05/2019,To Credit Sales,0.00,337.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1262,03/05/2019,To Credit Sales,0.00,326.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1263,03/05/2019,To Credit Sales,0.00,341.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1264,03/05/2019,To Credit Sales,0.00,504.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1265,03/05/2019,To Credit Sales,0.00,279.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1266,03/05/2019,To Credit Sales,0.00,1229.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1267,03/05/2019,To Credit Sales,0.00,195.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1268,03/05/2019,To Credit Sales,0.00,679.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1269,03/05/2019,To Credit Sales,0.00,279.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1270,03/05/2019,To Credit Sales,0.00,203.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1271,03/05/2019,To Credit Sales,0.00,459.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1272,03/05/2019,To Credit Sales,0.00,2188.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1273,03/05/2019,To Credit Sales,0.00,388.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1274,03/05/2019,To Credit Sales,0.00,744.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1275,03/05/2019,To Credit Sales,0.00,1119.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1276,03/05/2019,To Credit Sales,0.00,357.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1277,03/05/2019,To Credit Sales,0.00,289.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1278,03/05/2019,To Credit Sales,0.00,1830.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1279,03/05/2019,To Credit Sales,0.00,1986.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1280,03/05/2019,To Credit Sales,0.00,1720.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1281,03/05/2019,To Credit Sales,0.00,526.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1282,03/05/2019,To Credit Sales,0.00,5397.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1283,03/05/2019,To Credit Sales,0.00,460.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1284,03/05/2019,To Credit Sales,0.00,467.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1285,03/05/2019,To Credit Sales,0.00,456.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1286,03/05/2019,To Credit Sales,0.00,422.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1287,03/05/2019,To Credit Sales,0.00,875.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1288,03/05/2019,To Credit Sales,0.00,262.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1289,03/05/2019,To Credit Sales,0.00,399.00,03/05/2019,A005
9999,CASH SALES A/C,,SI,1290,04/05/2019,To Credit Sales,0.00,1022.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1291,04/05/2019,To Credit Sales,0.00,4389.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1292,04/05/2019,To Credit Sales,0.00,146.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1293,04/05/2019,To Credit Sales,0.00,2175.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1294,04/05/2019,To Credit Sales,0.00,1309.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1295,04/05/2019,To Credit Sales,0.00,857.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1296,04/05/2019,To Credit Sales,0.00,489.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1297,04/05/2019,To Credit Sales,0.00,585.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1298,04/05/2019,To Credit Sales,0.00,1178.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1299,04/05/2019,To Credit Sales,0.00,135.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1300,04/05/2019,To Credit Sales,0.00,373.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1301,04/05/2019,To Credit Sales,0.00,774.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1302,04/05/2019,To Credit Sales,0.00,2115.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1303,04/05/2019,To Credit Sales,0.00,719.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1304,04/05/2019,To Credit Sales,0.00,1221.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1305,04/05/2019,To Credit Sales,0.00,1317.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1306,04/05/2019,To Credit Sales,0.00,1230.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1307,04/05/2019,To Credit Sales,0.00,5954.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1308,04/05/2019,To Credit Sales,0.00,464.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1309,04/05/2019,To Credit Sales,0.00,3715.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1310,04/05/2019,To Credit Sales,0.00,1839.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1311,04/05/2019,To Credit Sales,0.00,260.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1312,04/05/2019,To Credit Sales,0.00,1073.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1313,04/05/2019,To Credit Sales,0.00,4340.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1314,04/05/2019,To Credit Sales,0.00,985.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1315,04/05/2019,To Credit Sales,0.00,1287.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1316,04/05/2019,To Credit Sales,0.00,276.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1317,04/05/2019,To Credit Sales,0.00,158.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1318,04/05/2019,To Credit Sales,0.00,372.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1319,04/05/2019,To Credit Sales,0.00,918.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1320,04/05/2019,To Credit Sales,0.00,832.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1321,04/05/2019,To Credit Sales,0.00,3133.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1322,04/05/2019,To Credit Sales,0.00,5160.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1323,04/05/2019,To Credit Sales,0.00,887.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1324,04/05/2019,To Credit Sales,0.00,344.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1325,04/05/2019,To Credit Sales,0.00,315.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1326,04/05/2019,To Credit Sales,0.00,341.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1327,04/05/2019,To Credit Sales,0.00,434.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1328,04/05/2019,To Credit Sales,0.00,1442.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1329,04/05/2019,To Credit Sales,0.00,2099.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1330,04/05/2019,To Credit Sales,0.00,4794.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1331,04/05/2019,To Credit Sales,0.00,5981.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1332,04/05/2019,To Credit Sales,0.00,2977.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1333,04/05/2019,To Credit Sales,0.00,1619.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1334,04/05/2019,To Credit Sales,0.00,962.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1335,04/05/2019,To Credit Sales,0.00,204.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1336,04/05/2019,To Credit Sales,0.00,804.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1337,04/05/2019,To Credit Sales,0.00,615.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1338,04/05/2019,To Credit Sales,0.00,983.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1339,04/05/2019,To Credit Sales,0.00,570.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1340,04/05/2019,To Credit Sales,0.00,162.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1341,04/05/2019,To Credit Sales,0.00,1610.00,04/05/2019,A005
9999,CASH SALES A/C,,SI,1342,06/05/2019,To Credit Sales,0.00,854.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1343,06/05/2019,To Credit Sales,0.00,809.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1344,06/05/2019,To Credit Sales,0.00,594.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1345,06/05/2019,To Credit Sales,0.00,1732.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1346,06/05/2019,To Credit Sales,0.00,530.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1347,06/05/2019,To Credit Sales,0.00,941.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1348,06/05/2019,To Credit Sales,0.00,1490.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1349,06/05/2019,To Credit Sales,0.00,704.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1350,06/05/2019,To Credit Sales,0.00,2158.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1351,06/05/2019,To Credit Sales,0.00,677.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1352,06/05/2019,To Credit Sales,0.00,2626.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1353,06/05/2019,To Credit Sales,0.00,829.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1354,06/05/2019,To Credit Sales,0.00,1101.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1355,06/05/2019,To Credit Sales,0.00,690.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1356,06/05/2019,To Credit Sales,0.00,1135.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1357,06/05/2019,To Credit Sales,0.00,3973.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1358,06/05/2019,To Credit Sales,0.00,337.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1359,06/05/2019,To Credit Sales,0.00,1252.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1360,06/05/2019,To Credit Sales,0.00,1603.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1361,06/05/2019,To Credit Sales,0.00,1079.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1362,06/05/2019,To Credit Sales,0.00,1464.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1363,06/05/2019,To Credit Sales,0.00,630.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1364,06/05/2019,To Credit Sales,0.00,902.00,06/05/2019,A005
9999,CASH SALES A/C,,SI,1365,07/05/2019,To Credit Sales,0.00,268.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1366,07/05/2019,To Credit Sales,0.00,234.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1367,07/05/2019,To Credit Sales,0.00,4224.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1368,07/05/2019,To Credit Sales,0.00,520.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1369,07/05/2019,To Credit Sales,0.00,2441.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1370,07/05/2019,To Credit Sales,0.00,104.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1371,07/05/2019,To Credit Sales,0.00,886.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1372,07/05/2019,To Credit Sales,0.00,2296.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1373,07/05/2019,To Credit Sales,0.00,541.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1374,07/05/2019,To Credit Sales,0.00,296.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1375,07/05/2019,To Credit Sales,0.00,1444.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1376,07/05/2019,To Credit Sales,0.00,546.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1377,07/05/2019,To Credit Sales,0.00,627.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1378,07/05/2019,To Credit Sales,0.00,1026.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1379,07/05/2019,To Credit Sales,0.00,597.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1380,07/05/2019,To Credit Sales,0.00,1681.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1381,07/05/2019,To Credit Sales,0.00,825.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1382,07/05/2019,To Credit Sales,0.00,356.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1383,07/05/2019,To Credit Sales,0.00,496.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1384,07/05/2019,To Credit Sales,0.00,1156.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1385,07/05/2019,To Credit Sales,0.00,317.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1386,07/05/2019,To Credit Sales,0.00,1308.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1387,07/05/2019,To Credit Sales,0.00,654.00,07/05/2019,A005
9999,CASH SALES A/C,,SI,1388,08/05/2019,To Credit Sales,0.00,3007.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1389,08/05/2019,To Credit Sales,0.00,97.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1390,08/05/2019,To Credit Sales,0.00,1325.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1391,08/05/2019,To Credit Sales,0.00,737.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1392,08/05/2019,To Credit Sales,0.00,559.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1393,08/05/2019,To Credit Sales,0.00,1042.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1394,08/05/2019,To Credit Sales,0.00,290.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1395,08/05/2019,To Credit Sales,0.00,494.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1396,08/05/2019,To Credit Sales,0.00,203.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1397,08/05/2019,To Credit Sales,0.00,2078.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1398,08/05/2019,To Credit Sales,0.00,163.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1399,08/05/2019,To Credit Sales,0.00,933.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1400,08/05/2019,To Credit Sales,0.00,792.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1401,08/05/2019,To Credit Sales,0.00,1245.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1402,08/05/2019,To Credit Sales,0.00,2090.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1403,08/05/2019,To Credit Sales,0.00,625.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1404,08/05/2019,To Credit Sales,0.00,565.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1405,08/05/2019,To Credit Sales,0.00,421.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1406,08/05/2019,To Credit Sales,0.00,1661.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1407,08/05/2019,To Credit Sales,0.00,1101.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1408,08/05/2019,To Credit Sales,0.00,987.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1409,08/05/2019,To Credit Sales,0.00,1678.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1410,08/05/2019,To Credit Sales,0.00,2227.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1411,08/05/2019,To Credit Sales,0.00,1322.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1412,08/05/2019,To Credit Sales,0.00,139.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1413,08/05/2019,To Credit Sales,0.00,829.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1414,08/05/2019,To Credit Sales,0.00,332.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1415,08/05/2019,To Credit Sales,0.00,686.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1416,08/05/2019,To Credit Sales,0.00,479.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1417,08/05/2019,To Credit Sales,0.00,1238.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1418,08/05/2019,To Credit Sales,0.00,1338.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1419,08/05/2019,To Credit Sales,0.00,291.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1420,08/05/2019,To Credit Sales,0.00,737.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1421,08/05/2019,To Credit Sales,0.00,465.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1422,08/05/2019,To Credit Sales,0.00,410.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1423,08/05/2019,To Credit Sales,0.00,81.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1424,08/05/2019,To Credit Sales,0.00,811.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1425,08/05/2019,To Credit Sales,0.00,354.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1426,08/05/2019,To Credit Sales,0.00,499.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1427,08/05/2019,To Credit Sales,0.00,718.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1428,08/05/2019,To Credit Sales,0.00,723.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1429,08/05/2019,To Credit Sales,0.00,256.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1430,08/05/2019,To Credit Sales,0.00,974.00,08/05/2019,A005
9999,CASH SALES A/C,,SI,1431,09/05/2019,To Credit Sales,0.00,1014.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1432,09/05/2019,To Credit Sales,0.00,600.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1433,09/05/2019,To Credit Sales,0.00,354.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1434,09/05/2019,To Credit Sales,0.00,229.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1435,09/05/2019,To Credit Sales,0.00,484.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1436,09/05/2019,To Credit Sales,0.00,560.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1437,09/05/2019,To Credit Sales,0.00,616.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1438,09/05/2019,To Credit Sales,0.00,2480.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1439,09/05/2019,To Credit Sales,0.00,983.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1440,09/05/2019,To Credit Sales,0.00,1836.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1441,09/05/2019,To Credit Sales,0.00,1390.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1442,09/05/2019,To Credit Sales,0.00,132.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1443,09/05/2019,To Credit Sales,0.00,464.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1444,09/05/2019,To Credit Sales,0.00,398.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1445,09/05/2019,To Credit Sales,0.00,3110.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1446,09/05/2019,To Credit Sales,0.00,572.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1447,09/05/2019,To Credit Sales,0.00,958.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1448,09/05/2019,To Credit Sales,0.00,825.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1449,09/05/2019,To Credit Sales,0.00,252.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1450,09/05/2019,To Credit Sales,0.00,315.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1451,09/05/2019,To Credit Sales,0.00,571.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1452,09/05/2019,To Credit Sales,0.00,540.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1453,09/05/2019,To Credit Sales,0.00,948.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1454,09/05/2019,To Credit Sales,0.00,298.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1455,09/05/2019,To Credit Sales,0.00,396.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1456,09/05/2019,To Credit Sales,0.00,4085.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1457,09/05/2019,To Credit Sales,0.00,4351.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1458,09/05/2019,To Credit Sales,0.00,470.00,09/05/2019,A005
9999,CASH SALES A/C,,SI,1459,10/05/2019,To Credit Sales,0.00,957.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1460,10/05/2019,To Credit Sales,0.00,496.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1461,10/05/2019,To Credit Sales,0.00,686.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1462,10/05/2019,To Credit Sales,0.00,1511.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1463,10/05/2019,To Credit Sales,0.00,1434.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1464,10/05/2019,To Credit Sales,0.00,197.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1465,10/05/2019,To Credit Sales,0.00,566.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1466,10/05/2019,To Credit Sales,0.00,902.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1467,10/05/2019,To Credit Sales,0.00,288.00,10/05/2019,A005
9999,CASH SALES A/C,,SI,1468,10/05/2019,To Credit Sales,0.00,154.00,10/05/2019,A005
